"","X","rater_id","rated_ID","Group","presItem","prestigeRatings","id","Age","Sex","Score","OverConf","nominated","initInf","initLrn","Liked","Inflntl","ScoreC","OverConfC","raterId","ratedID","grpID","itemID"
"1110","122.R15",41,43,9,"R15",3,122,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,86,85,30,4
"1114","122.R17rev",41,43,9,"R17rev",4,122,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,86,85,30,5
"1118","126.R1",42,43,9,"R1",4,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,1
"1122","126.R2rev",42,43,9,"R2rev",7,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,6
"1126","126.R4",42,43,9,"R4",1,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,7
"1130","126.R6rev",42,43,9,"R6rev",7,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,8
"1134","126.R8",42,43,9,"R8",6,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,9
"1138","126.R13",42,43,9,"R13",4,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,2
"1142","126.R14",42,43,9,"R14",4,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,3
"1146","126.R15",42,43,9,"R15",2,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,4
"1150","126.R17rev",42,43,9,"R17rev",7,126,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,87,85,30,5
"1182","134.R1",44,43,9,"R1",4,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,1
"1186","134.R2rev",44,43,9,"R2rev",6,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,6
"1190","134.R4",44,43,9,"R4",5,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,7
"1194","134.R6rev",44,43,9,"R6rev",4,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,8
"1198","134.R8",44,43,9,"R8",4,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,9
"1202","134.R13",44,43,9,"R13",3,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,2
"1206","134.R14",44,43,9,"R14",5,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,3
"1210","134.R15",44,43,9,"R15",5,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,4
"1214","134.R17rev",44,43,9,"R17rev",3,134,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,89,85,30,5
"1217","137.R1",45,43,9,"R1",5,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,1
"1220","137.R2rev",45,43,9,"R2rev",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,6
"1223","137.R4",45,43,9,"R4",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,7
"1226","137.R6rev",45,43,9,"R6rev",6,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,8
"1229","137.R8",45,43,9,"R8",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,9
"1232","137.R13",45,43,9,"R13",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,2
"1235","137.R14",45,43,9,"R14",5,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,3
"1238","137.R15",45,43,9,"R15",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,4
"1241","137.R17rev",45,43,9,"R17rev",4,137,71,0,22,0,0,0,0,0.854166666666667,0.555555555555556,-6.83891213389121,-0.211297071129707,90,85,30,5
"1083","123.R1",41,44,9,"R1",7,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,1
"1087","123.R2rev",41,44,9,"R2rev",7,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,6
"1091","123.R4",41,44,9,"R4",4,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,7
"1095","123.R6rev",41,44,9,"R6rev",7,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,8
"1099","123.R8",41,44,9,"R8",7,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,9
"1103","123.R13",41,44,9,"R13",4,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,2
"1107","123.R14",41,44,9,"R14",4,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,3
"1111","123.R15",41,44,9,"R15",4,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,4
"1115","123.R17rev",41,44,9,"R17rev",7,123,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,86,86,30,5
"1119","127.R1",42,44,9,"R1",6,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,1
"1123","127.R2rev",42,44,9,"R2rev",7,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,6
"1127","127.R4",42,44,9,"R4",4,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,7
"1131","127.R6rev",42,44,9,"R6rev",6,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,8
"1135","127.R8",42,44,9,"R8",7,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,9
"1139","127.R13",42,44,9,"R13",6,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,2
"1143","127.R14",42,44,9,"R14",6,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,3
"1147","127.R15",42,44,9,"R15",7,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,4
"1151","127.R17rev",42,44,9,"R17rev",7,127,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,87,86,30,5
"1154","130.R1",43,44,9,"R1",6,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,1
"1157","130.R2rev",43,44,9,"R2rev",5,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,6
"1160","130.R4",43,44,9,"R4",4,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,7
"1163","130.R6rev",43,44,9,"R6rev",6,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,8
"1166","130.R8",43,44,9,"R8",6,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,9
"1169","130.R13",43,44,9,"R13",5,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,2
"1172","130.R14",43,44,9,"R14",5,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,3
"1175","130.R15",43,44,9,"R15",5,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,4
"1178","130.R17rev",43,44,9,"R17rev",6,130,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,88,86,30,5
"1218","138.R1",45,44,9,"R1",3,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,1
"1221","138.R2rev",45,44,9,"R2rev",5,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,6
"1224","138.R4",45,44,9,"R4",3,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,7
"1227","138.R6rev",45,44,9,"R6rev",5,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,8
"1230","138.R8",45,44,9,"R8",4,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,9
"1233","138.R13",45,44,9,"R13",4,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,2
"1236","138.R14",45,44,9,"R14",5,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,3
"1239","138.R15",45,44,9,"R15",4,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,4
"1242","138.R17rev",45,44,9,"R17rev",6,138,53,0,33,0,1,0,0,0.854166666666667,0.791666666666667,4.16108786610879,-0.211297071129707,90,86,30,5
"1084","124.R1",41,45,9,"R1",7,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,1
"1088","124.R2rev",41,45,9,"R2rev",7,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,6
"1092","124.R4",41,45,9,"R4",4,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,7
"1096","124.R6rev",41,45,9,"R6rev",7,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,8
"1100","124.R8",41,45,9,"R8",7,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,9
"1104","124.R13",41,45,9,"R13",4,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,2
"1108","124.R14",41,45,9,"R14",4,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,3
"1112","124.R15",41,45,9,"R15",4,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,4
"1116","124.R17rev",41,45,9,"R17rev",7,124,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,86,87,30,5
"1120","128.R1",42,45,9,"R1",7,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,1
"1124","128.R2rev",42,45,9,"R2rev",7,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,6
"1128","128.R4",42,45,9,"R4",4,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,7
"1132","128.R6rev",42,45,9,"R6rev",7,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,8
"1136","128.R8",42,45,9,"R8",6,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,9
"1140","128.R13",42,45,9,"R13",5,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,2
"1144","128.R14",42,45,9,"R14",6,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,3
"1148","128.R15",42,45,9,"R15",6,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,4
"1152","128.R17rev",42,45,9,"R17rev",7,128,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,87,87,30,5
"1155","131.R1",43,45,9,"R1",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,1
"1158","131.R2rev",43,45,9,"R2rev",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,6
"1161","131.R4",43,45,9,"R4",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,7
"1164","131.R6rev",43,45,9,"R6rev",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,8
"1167","131.R8",43,45,9,"R8",5,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,9
"1170","131.R13",43,45,9,"R13",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,2
"1173","131.R14",43,45,9,"R14",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,3
"1176","131.R15",43,45,9,"R15",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,4
"1179","131.R17rev",43,45,9,"R17rev",6,131,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,88,87,30,5
"1183","135.R1",44,45,9,"R1",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,1
"1187","135.R2rev",44,45,9,"R2rev",7,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,6
"1191","135.R4",44,45,9,"R4",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,7
"1195","135.R6rev",44,45,9,"R6rev",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,8
"1199","135.R8",44,45,9,"R8",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,9
"1203","135.R13",44,45,9,"R13",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,2
"1207","135.R14",44,45,9,"R14",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,3
"1211","135.R15",44,45,9,"R15",6,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,4
"1215","135.R17rev",44,45,9,"R17rev",7,135,70,0,26,1,0,0,0,0.958333333333333,0.791666666666667,-2.83891213389121,0.788702928870293,89,87,30,5
"1289","145.R1",48,47,10,"R1",7,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,1
"1293","145.R2rev",48,47,10,"R2rev",7,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,6
"1297","145.R4",48,47,10,"R4",2,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,7
"1301","145.R6rev",48,47,10,"R6rev",7,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,8
"1305","145.R8",48,47,10,"R8",6,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,9
"1309","145.R13",48,47,10,"R13",4,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,2
"1313","145.R14",48,47,10,"R14",4,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,3
"1317","145.R15",48,47,10,"R15",7,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,4
"1321","145.R17rev",48,47,10,"R17rev",7,145,71,0,34,1,1,1,1,1,1,5.16108786610879,0.788702928870293,93,88,1,5
"1253","141.R1",47,48,10,"R1",6,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,1
"1257","141.R2rev",47,48,10,"R2rev",6,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,6
"1261","141.R4",47,48,10,"R4",3,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,7
"1265","141.R6rev",47,48,10,"R6rev",6,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,8
"1269","141.R8",47,48,10,"R8",5,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,9
"1273","141.R13",47,48,10,"R13",5,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,2
"1277","141.R14",47,48,10,"R14",5,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,3
"1281","141.R15",47,48,10,"R15",5,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,4
"1285","141.R17rev",47,48,10,"R17rev",6,141,75,1,20,0,0,0,0,0.833333333333333,0.333333333333333,-8.83891213389121,-0.211297071129707,92,89,1,5
"1254","142.R1",47,49,10,"R1",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,1
"1258","142.R2rev",47,49,10,"R2rev",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,6
"1262","142.R4",47,49,10,"R4",6,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,7
"1266","142.R6rev",47,49,10,"R6rev",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,8
"1270","142.R8",47,49,10,"R8",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,9
"1274","142.R13",47,49,10,"R13",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,2
"1278","142.R14",47,49,10,"R14",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,3
"1282","142.R15",47,49,10,"R15",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,4
"1286","142.R17rev",47,49,10,"R17rev",7,142,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,92,90,1,5
"1290","146.R1",48,49,10,"R1",5,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,1
"1294","146.R2rev",48,49,10,"R2rev",7,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,6
"1298","146.R4",48,49,10,"R4",2,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,7
"1302","146.R6rev",48,49,10,"R6rev",7,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,8
"1306","146.R8",48,49,10,"R8",6,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,9
"1310","146.R13",48,49,10,"R13",5,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,2
"1314","146.R14",48,49,10,"R14",4,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,3
"1318","146.R15",48,49,10,"R15",4,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,4
"1322","146.R17rev",48,49,10,"R17rev",7,146,92,0,22,0,0,0,0,0.75,0.638888888888889,-6.83891213389121,-0.211297071129707,93,90,1,5
"1243","139.R1",46,50,10,"R1",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,1
"1244","139.R2rev",46,50,10,"R2rev",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,6
"1245","139.R4",46,50,10,"R4",5,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,7
"1246","139.R6rev",46,50,10,"R6rev",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,8
"1247","139.R8",46,50,10,"R8",6,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,9
"1248","139.R13",46,50,10,"R13",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,2
"1249","139.R14",46,50,10,"R14",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,3
"1250","139.R15",46,50,10,"R15",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,4
"1251","139.R17rev",46,50,10,"R17rev",7,139,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,91,91,1,5
"1255","143.R1",47,50,10,"R1",5,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,1
"1259","143.R2rev",47,50,10,"R2rev",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,6
"1263","143.R4",47,50,10,"R4",3,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,7
"1267","143.R6rev",47,50,10,"R6rev",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,8
"1271","143.R8",47,50,10,"R8",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,9
"1275","143.R13",47,50,10,"R13",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,2
"1279","143.R14",47,50,10,"R14",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,3
"1283","143.R15",47,50,10,"R15",6,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,4
"1287","143.R17rev",47,50,10,"R17rev",7,143,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,92,91,1,5
"1291","147.R1",48,50,10,"R1",7,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,1
"1295","147.R2rev",48,50,10,"R2rev",7,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,6
"1299","147.R4",48,50,10,"R4",2,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,7
"1303","147.R6rev",48,50,10,"R6rev",7,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,8
"1307","147.R8",48,50,10,"R8",6,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,9
"1311","147.R13",48,50,10,"R13",4,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,2
"1315","147.R14",48,50,10,"R14",4,147,77,0,29,1,0,0,0,0.8125,0.680555555555556,0.161087866108787,0.788702928870293,93,91,1,3
